src_text	tgt_text
The film premiered at the 2007 Toronto International Film Festival on 9 September 2007.	᱒᱐᱐᱗ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱭᱟᱜ ᱙ ᱥᱮᱯᱴᱮᱢᱵᱚᱨ ᱴᱚᱨᱚᱱᱴᱳ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱛ ᱪᱚᱞᱚᱠᱪᱤᱛᱟᱹᱨ ᱯᱚᱨᱚᱵ ᱨᱮ ᱪᱤᱛᱟᱹᱨ ᱫᱚ ᱩᱰᱟᱹᱣ ᱞᱮᱱᱟ ᱾
Shootout at Lokhandwala did well at the box office and was declared a hit in India, while Cheeni Kum picked up after a slow start and was a success.	"ᱥᱩᱴ ᱟᱣᱩᱴ ᱮᱴ ᱞᱳᱠᱷᱟᱱᱰ ᱳᱭᱟᱞᱟ " ᱱᱳᱣᱟ ᱪᱤᱛᱟᱹᱨ ᱫᱚ ᱥᱮᱱᱤᱢᱟ ᱦᱚᱞᱨᱮ ᱵᱷᱟᱜᱮ ᱧᱩᱛᱩᱢ ᱮ ᱦᱟᱢᱮᱴ ᱞᱮᱫᱟᱭ ᱟᱨ ᱵᱷᱟᱨᱚᱛ ᱨᱮ ᱱᱳᱣᱟᱜᱮ ᱥᱚᱨᱮᱥ ᱞᱮᱠᱟᱛᱮ ᱪᱷᱟᱹᱴᱭᱟᱹᱨ ᱞᱮᱱᱟ ᱾ ᱟᱨ ᱮᱴᱟᱜ ᱥᱮᱫ ᱫᱚ 'ᱪᱤᱱᱤ ᱠᱚᱢ ' ᱵᱟᱹᱭ ᱵᱟᱹᱭᱛᱮ ᱮᱦᱚᱵ ᱠᱟᱛᱮ ᱛᱟᱭᱚᱢᱛᱮ ᱚᱱᱟ ᱨᱮᱭᱟᱜ ᱢᱟᱹᱱᱮ ᱧᱟᱢ ᱞᱮᱫᱟ ᱾
All of them were successful at the box office.	ᱥᱟᱱᱟᱢᱟᱜ ᱜᱮ ᱵᱚᱠᱥ ᱚᱯᱷᱤᱥ ᱨᱮ ᱚᱨᱡᱚᱭ ᱧᱟᱢ ᱟᱠᱟᱫᱟ ᱾
However, they were struggling to find an actor for the lead "angry young man" role; it was turned down by a number of actors, owing to it going against the "romantic hero" image dominant in the industry at the time.	ᱮᱱᱛᱮᱨᱮᱦᱚᱸ, ᱩᱱᱠᱩᱫᱚ ᱢᱩᱲᱩᱫ ᱪᱩᱨᱤᱛ ᱨᱮ "ᱮᱝᱜᱟᱨᱤ ᱤᱭᱳᱝ ᱢᱮᱱ" ᱱᱚᱣᱟ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱦᱚᱲ ᱚᱵᱷᱤᱱᱮᱛᱟ ᱧᱟᱢ ᱫᱚ ᱦᱤᱢᱥᱤᱢ ᱩᱛᱟᱹᱨᱮᱱᱟ; ᱱᱚᱣᱟ ᱚᱠᱛᱮ ᱠᱟᱹᱨᱤᱜᱚᱞ ᱨᱮ ᱮᱥᱮᱨᱟᱱᱟᱜ "ᱨᱳᱢᱟᱱᱴᱤᱠ ᱱᱟᱭᱚᱠ" ᱵᱷᱟᱵ ᱪᱮᱛᱟᱱᱨᱮ ᱪᱟᱞᱟᱣ ᱨᱮᱭᱟᱜ ᱠᱟᱨᱚᱱ ᱛᱮ ᱵᱮᱥ ᱛᱤᱱᱟᱹᱜᱦᱚᱲ ᱚᱵᱷᱤᱱᱮᱛᱟ ᱱᱚᱣᱟᱭ ᱟᱲᱟᱜ ᱜᱤᱰᱤ ᱞᱮᱫᱟ ᱾
In 1586, he married Sahib-i-Jamal Begum, daughter of Khwaja Hassan of Herat, a cousin of Zain Khan Koka.	᱑᱕᱘᱖ ᱥᱟᱹᱦᱤᱛ ᱨᱮ ᱩᱱᱤ ᱡᱮᱱ ᱠᱷᱟᱱ ᱠᱳᱠᱟ ᱤᱡ ᱠᱟᱠᱟ ᱵᱚᱭᱦᱟ ᱦᱮᱨᱟᱛ ᱨᱤᱱᱤᱡ ᱠᱷᱟᱡᱟ ᱦᱚᱥᱚᱱ ᱱᱤᱴ ᱵᱤᱴᱤᱭ ᱛᱟᱦᱮᱸ ᱠᱟᱱᱟ ᱥᱟᱦᱮᱵᱼᱮᱼᱡᱚᱢᱟᱞ ᱵᱮᱜᱚᱢ ᱥᱟᱞᱟᱜ ᱮ ᱵᱟᱯᱞᱟ ᱮᱱᱟ᱾
The marriage was solemnized on 11 January 1586 at the bride's residence.	᱑᱕᱘᱖ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱭᱟᱜ ᱑᱑ ᱟᱱ ᱡᱟᱱᱣᱟᱨᱤ ᱨᱮ ᱠᱩᱲᱤ ᱚᱲᱟᱜ ᱨᱮ ᱵᱟᱯᱞᱟ ᱦᱩᱞᱮᱱᱟ᱾
After a draw in Game 1, Anand entered a sharp line in the Ruy Lopez in Game 2, ultimately converting a passed pawn into a winning endgame after placing Shirov in zugzwang on move 41.	ᱯᱳᱭᱞᱳ ᱜᱮᱢ ᱨᱮ ᱰᱨᱚ ᱛᱟᱭᱚᱢ , ᱟᱱᱚᱱᱫᱚ ᱫᱚᱥᱟᱨ ᱜᱮᱢ ᱨᱮ ᱨᱩᱭ ᱞᱳᱯᱮᱡᱽ ᱫᱚ ᱢᱤᱫᱴᱟᱝ ᱞᱟᱭᱤᱱ ᱨᱮᱭᱵᱚᱞᱚ ᱞᱮᱱᱟ , ᱢᱩᱪᱟᱹᱫ ᱦᱟᱵᱤᱡ ᱔᱑ ᱱᱚᱢᱵᱚᱨ ᱪᱟᱹᱞ ᱨᱮ ᱥᱤᱨᱵᱷᱚ ᱡᱩᱜᱽᱡᱚᱣᱟᱝ ᱨᱮ ᱫᱚᱦᱚ ᱠᱟᱛᱮ ᱢᱤᱫ ᱴᱟᱝ ᱯᱟᱥ ᱞᱮᱫ ᱵᱳᱲᱮᱥᱮᱫ ᱠᱷᱮᱞᱳᱰᱜᱮ ᱢᱩᱪᱟᱹᱫ ᱥᱮᱫ ᱡᱤᱛᱠᱟᱹᱨ ᱞᱮᱠᱟᱛᱮ ᱟᱨᱩ ᱯᱷᱮᱨᱟᱣ ᱞᱮᱱᱟ ᱾
Immediately after defeating Adams, Anand arranged a flight with his team to the International Olympic Committee museum in Lausanne, Switzerland to play Karpov in a six-game match for the FIDE world title.	ᱮᱰᱢᱟᱥ ᱦᱟᱨᱟᱣ ᱛᱟᱭᱚᱢ ᱛᱟᱭᱚᱢ ᱛᱟᱭᱚᱢᱛᱮ ᱟᱱᱚᱱᱫᱚ ᱠᱟᱨᱯᱵᱷᱟᱵ ᱥᱟᱶᱛᱮ ᱯᱷᱤᱫᱮ ᱡᱮᱜᱮᱫ ᱡᱟᱠᱟᱫ ᱠᱷᱮᱛᱟᱵ ᱞᱟᱹᱜᱤᱫ ᱛᱤᱱᱟᱹᱜ ᱛᱩᱨᱩᱭ ᱜᱮᱢ ᱢᱮᱪ ᱠᱷᱮᱞᱚᱸᱰ, ᱩᱱᱠᱩᱨᱮᱱ ᱫᱚᱞ ᱥᱟᱶᱛᱮ ᱥᱩᱡᱟᱨᱞᱮᱸᱰ ᱨᱮᱭᱟᱜ ᱞᱩᱡᱟᱱ ᱨᱮ ᱡᱮᱜᱮᱫᱡᱟᱠᱟᱠᱫ ᱳᱞᱤᱢᱯᱤᱠ ᱠᱚᱢᱤᱴᱤ ᱡᱟᱫᱩᱜᱷᱚᱨ ᱥᱮᱡ ᱪᱟᱞᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫᱴᱮᱱ ᱯᱷᱮᱞᱟᱭᱤᱴ ᱨᱮᱭᱟᱜ ᱮ ᱵᱚᱱᱫᱮᱡ ᱞᱮᱫᱟ ᱾
During his tenure, Kapil Dev emerged as a leading pace bowler for the country.	ᱩᱱᱤᱭᱟᱜ ᱠᱟᱹᱢᱤᱚᱠᱛᱮ ᱨᱮ ᱠᱳᱯᱤᱞ ᱫᱮᱵ ᱫᱚ ᱫᱤᱥᱟᱹᱢ ᱨᱮᱱ ᱪᱮᱛᱟᱱ ᱴᱷᱟᱣᱨᱮᱱ ᱯᱮᱥ ᱵᱳᱞᱟᱨ ᱞᱮᱠᱟᱛᱮᱭ ᱩᱯᱮᱞᱞᱮᱱᱟ ᱾
Ultimately, Balaji Rao and Marquis de Bussy-Castelnau concluded a peace treaty.	ᱡᱚᱛᱚᱠᱷᱚᱱ ᱢᱩᱪᱟᱹᱫ ᱨᱮ, ᱵᱟᱹᱡᱤᱨᱟᱣ ᱟᱨᱶ ᱢᱟᱨᱠᱤ ᱫᱮ ᱵᱩᱥᱤᱼᱠᱟᱥᱛᱮᱞᱚᱱᱭᱩ ᱢᱤᱫᱴᱟᱝ ᱥᱟᱹᱱᱛᱤ ᱨᱚᱯᱚᱲ ᱜᱚᱴᱟ ᱯᱩᱨᱟᱹᱣ ᱞᱮᱫᱟ ᱾
The Marathas wanted Salabat Jung's brother Ghazi ud-Din Khan to be appointed as the Nizam; as he had promised them a payment of 6,000,000 among other favours.	ᱢᱟᱨᱴᱷᱟᱠᱚ ᱥᱟᱞᱟᱵᱚᱛ ᱡᱚᱝ ᱨᱮᱱ ᱵᱚᱭᱦᱟ ᱜᱟᱹᱡᱤᱚ ᱩᱫᱽᱫᱤᱱ ᱠᱷᱟᱱ ᱫᱚ ᱱᱤᱡᱟᱢ ᱦᱤᱥᱟᱹᱵᱛᱮ ᱵᱟᱦᱟᱞ ᱨᱮᱱᱟᱜ ᱮ ᱨᱤᱠᱟᱹ ᱞᱮᱫᱟᱭ, ᱡᱮᱦᱮᱛᱩ ᱩᱱᱤ ᱟᱠᱚᱣᱟᱜ ᱮᱴᱟᱜ ᱮᱴᱟᱜ ᱥᱩᱵᱤᱫᱷᱟ ᱢᱩᱫᱨᱮ ᱖᱐᱐᱐᱐᱐᱐᱐ ᱯᱟᱹᱣᱩᱸᱰ ᱮᱢᱚᱜ ᱨᱮᱱᱟᱜ ᱠᱟᱛᱷᱟ ᱮᱢ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱾
She met Balaji Rao in Pune, and accepted the superiority of the Peshwa's office.	ᱩᱱᱤ ᱯᱩᱱᱮ ᱨᱮᱱ ᱵᱟᱞᱟᱡᱤ ᱨᱟᱣ ᱥᱟᱸᱶᱛᱮ ᱩᱯᱨᱩᱢ ᱞᱮᱱᱟᱭ ᱟᱨ ᱯᱮᱥᱳᱭᱟᱨ ᱫᱚᱯᱛᱚᱨ ᱨᱮ ᱥᱟᱹᱨᱤᱭᱟ ᱮ ᱦᱮᱸ ᱥᱟᱹᱨᱤ ᱞᱮᱫᱟᱭ ᱾
Balaji Rao then surrounded the Satara fort, and asked Tarabai to release Chhatrapati Rajaram II, whose physical and mental condition had deteriorated considerably.	ᱵᱟᱞᱟᱡᱤ ᱨᱟᱣ ᱩᱱ ᱥᱟᱛᱟᱨᱟ ᱜᱚᱲ ᱜᱷᱮᱨᱟᱣ ᱮᱥᱮᱫ ᱞᱮᱫᱟᱭ ᱟᱨ ᱛᱟᱨᱟᱵᱟᱝ ᱮ ᱢᱮᱱ ᱞᱮᱫᱟᱭ ᱪᱷᱚᱛᱛᱚᱨᱚ ᱯᱚᱛᱤ ᱫᱚᱥᱟᱨ ᱨᱟᱡᱟᱨᱟᱢ ᱟᱲᱟᱜ ᱞᱟᱹᱜᱤᱫ ᱾ ᱡᱟᱸᱦᱟᱭ ᱟᱜ ᱦᱚᱲᱢᱚ ᱟᱨ ᱢᱚᱱᱮ ᱨᱮᱭᱟᱜ ᱱᱟᱯᱟᱭ ᱵᱟᱝ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱾
He reached Satara on 24 April, and stormed the Yavateshwar garrison, defeating Tarabai's forces.	᱒᱔ ᱥᱮ ᱮᱯᱯᱤᱨᱤᱞ ᱩᱱᱤ ᱥᱟᱛᱟᱨᱟᱭ ᱥᱮᱴᱮᱨ ᱞᱮᱫᱟᱭ ᱟᱨ ᱛᱟᱨᱟᱵᱟᱝ ᱨᱮᱱ ᱯᱷᱟᱹᱫᱽ ᱠᱚᱭ ᱯᱟᱸᱰᱩ ᱠᱟᱛᱮ ᱡᱚᱵᱛᱮᱥᱥᱚᱨ ᱯᱷᱟᱹᱫ ᱠᱩᱵᱟᱹ ᱟᱠᱚᱨᱚᱢᱚᱱ ᱞᱮᱫᱟᱭ ᱾
Gaekwad initially advanced towards Pune, prompting the Peshwa's mother Kashibai and his grandmother Radhabai to flee from Pune to Sinhagad.	ᱜᱟᱭᱮᱠᱳᱭᱟᱲ ᱯᱳᱭᱞᱳ ᱯᱩᱱᱮ ᱥᱮᱫ ᱞᱟᱦᱟ ᱞᱮᱱᱟᱭ ᱾ ᱚᱱᱟ ᱛᱮ ᱯᱮᱥᱳᱭᱟᱨ ᱟᱭᱳ ᱠᱟᱥᱤᱵᱟᱝ ᱟᱨ ᱟᱪ ᱨᱮᱱ ᱜᱚᱲᱚᱢ ᱵᱩᱰᱦᱤ ᱨᱟᱫᱷᱟᱵᱟᱝ ᱯᱩᱱᱮ ᱠᱷᱚᱱ ᱥᱤᱝᱦᱚᱜᱚᱲ ᱮ ᱫᱟᱹᱲ ᱞᱮᱫᱟᱭ ᱾
When Rajaram refused, she imprisoned him in a dungeon at Satara, on 24 November 1750.	ᱨᱟᱡᱟᱨᱟᱢ ᱚᱱᱟ ᱵᱟᱭ ᱦᱟᱛᱟᱣ ᱞᱮᱠᱷᱟᱱ ᱩᱱᱤ ᱑᱗᱕᱐ ᱥᱟᱹᱦᱤᱛ ᱨᱮᱭᱟᱜ ᱒᱔ ᱥᱮ ᱱᱚᱵᱷᱮᱢᱵᱚᱨ ᱩᱱᱤ ᱥᱟᱛᱟᱨᱟ ᱨᱮ ᱢᱤᱫᱴᱟᱝ ᱧᱩᱛᱠᱩᱧ ᱨᱮ ᱫᱚᱦᱚ ᱞᱮᱫᱮᱭᱟ ᱾
Sadashivrao Bhau, his cousin started the modernization of the Maratha army.	ᱟᱡᱽᱨᱮᱱ ᱠᱟᱠᱟᱠᱷᱩᱲᱟᱹ ᱵᱚᱭᱦᱟ ᱥᱚᱫᱟᱥᱤᱵ ᱨᱟᱣ ᱵᱷᱟᱣ ᱢᱟᱨᱟᱴᱷᱟ ᱥᱮᱱᱟ ᱯᱷᱟᱹᱫ ᱨᱮᱱᱟᱜ ᱱᱟᱣᱟᱠᱟᱨᱛᱮ ᱟᱨᱩᱭ ᱨᱮᱭᱟᱜ ᱮ ᱮᱛᱚᱦᱚᱵ ᱞᱮᱫᱟ ᱾
Both Hyder Ali and Tipu Sultan owed nominal allegiance to the Mughal Emperor Shah Alam II; both were described as Nabobs by the British East India Company in all existing treaties.	ᱦᱟᱭᱫᱟᱨ ᱟᱞᱤ ᱟᱨ ᱴᱤᱯᱩ ᱥᱩᱞᱛᱟᱱ ᱵᱟᱱᱟᱦᱚᱲ ᱢᱩᱜᱷᱚᱞ ᱨᱟᱡ ᱫᱚᱥᱟᱨ ᱥᱟᱦᱚ ᱟᱞᱚᱢ ᱨᱮᱱ ᱧᱩᱛᱩᱢ ᱨᱮ ᱢᱮᱱᱟᱜ ᱠᱤᱱ ᱪᱮᱞᱟ ᱢᱮᱱᱛᱮ ᱠᱤᱱ ᱩᱪᱷᱟᱹᱱ ᱞᱮᱫᱟ ᱾ ᱵᱨᱤᱴᱤᱥ ᱤᱥᱴ ᱤᱱᱰᱤᱭᱟ ᱠᱳᱢᱯᱟᱱᱤ ᱩᱱᱠᱩᱭᱟᱜ ᱢᱮᱱᱟᱜ ᱥᱟᱱᱟᱢ ᱨᱚᱯᱚᱲ ᱜᱟᱞᱢᱟᱨᱟᱣ ᱜᱚᱴᱟ ᱨᱮ ᱱᱩᱠᱤᱱ ᱵᱟᱨ ᱦᱚᱲ ᱜᱮ ᱱᱚᱵᱟᱵ ᱞᱮᱠᱟᱛᱮᱠᱚ ᱵᱚᱨᱱᱚᱱ ᱞᱮᱫ ᱠᱤᱱᱟ ᱾
It is a major source of drinking water for the people of Mysore and Bangalore.	ᱱᱤᱭᱟᱹ ᱢᱚᱦᱤᱥᱩᱨ ᱟᱨ ᱵᱮᱝᱜᱟᱞᱳᱨ ᱨᱮᱱ ᱦᱚᱲᱠᱚ ᱞᱟᱹᱜᱤᱫ ᱧᱩ ᱫᱟᱜ ᱢᱤᱫᱴᱮᱱ ᱢᱩᱲᱩᱫ ᱯᱷᱮᱰᱟᱛ᱾
Besides paying higher taxes they had to endure the additional responsibility of feeding the slaves and financing their marriages.	ᱡᱟᱹᱥᱛᱤ ᱠᱷᱟᱡᱱᱟ ᱮᱢᱚᱠ ᱥᱟᱣ ᱥᱟᱣᱛᱮ ᱩᱝᱠᱩᱨᱮᱱ ᱥᱮᱵᱮᱛᱠᱩ ᱠᱩ ᱡᱚᱢᱩᱪᱩᱠᱩ ᱟᱨ ᱩᱝᱠᱩᱣᱟᱜ ᱵᱟᱯᱞᱟ ᱨᱮᱭᱟᱜ ᱠᱟᱹᱣᱰᱤ ᱡᱚᱜᱟᱣ ᱨᱮ ᱡᱟᱹᱥᱛᱤ ᱫᱟᱹᱭᱤᱠ ᱯᱟᱞᱟᱣ ᱦᱩᱭᱩᱠ ᱠᱟᱱ ᱛᱟᱠᱩ ᱛᱟᱦᱮᱠᱟᱱᱟ ᱾
After Tipu's defeat in the fourth war the British captured a number of the Mysorean rockets.	ᱯᱩᱱᱟᱜ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱨᱮ ᱴᱤᱯᱩ ᱦᱟᱨᱟᱣ ᱛᱟᱭᱚᱢ ᱵᱤᱴᱤᱥ ᱠᱚ ᱵᱮᱥ ᱛᱤᱱᱟᱹᱜ ᱜᱟᱱ ᱢᱚᱦᱤᱥᱩᱨᱤᱭᱩᱚ ᱨᱚᱠᱮᱴ ᱮ ᱫᱚᱠᱷᱚᱞ ᱞᱮᱫᱟ ᱾
British accounts describe the use of the rockets during the third and fourth wars.	ᱵᱤᱴᱤᱥ ᱥᱟᱹᱵᱩᱫᱠᱚ ᱛᱮᱥᱟᱨ ᱟᱨ ᱯᱩᱱᱟᱜ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱚᱠᱛᱮ ᱨᱚᱠᱮᱴ ᱨᱮᱭᱟᱜ ᱵᱮᱣᱦᱟᱨ ᱨᱮᱭᱟᱜ ᱠᱟᱛᱷᱟᱭ ᱵᱚᱨᱱᱚᱱ ᱞᱮᱫᱟ ᱾
Tipu greatly expanded the use of rockets after Hyder's death, deploying as many as 5,000 rocketeers at a time.	ᱦᱟᱭᱫᱟᱨ ᱜᱚᱡ ᱛᱟᱭᱚᱢ ᱴᱤᱯᱩ ᱫᱚ ᱨᱚᱠᱮᱴ ᱨᱮᱭᱟᱜ ᱵᱮᱣᱦᱟᱨ ᱟᱹᱰᱤ ᱵᱟᱹᱲᱛᱤᱭ ᱯᱟᱥᱱᱟᱣ ᱞᱮᱫᱟ, ᱢᱤ ᱢᱤᱫᱴᱟᱝ ᱨᱚᱠᱮᱴ ᱨᱮ ᱕᱐᱐᱐ ᱦᱚᱲᱮ ᱞᱟᱜᱟᱣ ᱞᱮᱫ ᱠᱚᱣᱟ ᱾
Tipu Sultan's father had expanded on Mysore's use of rocketry, making critical innovations in the rockets themselves and the military logistics of their use.	ᱴᱤᱯᱩ ᱥᱩᱞᱛᱟᱱ ᱟᱡ ᱵᱟᱵᱟ ᱢᱚᱦᱤᱥᱩᱨ ᱦᱚᱛᱮᱛᱮ ᱨᱚᱠᱮᱴ ᱵᱮᱣᱦᱟᱨ ᱮ ᱯᱟᱥᱱᱟᱣ ᱞᱮᱫᱟ, ᱨᱚᱠᱮᱴ ᱠᱚᱨᱮ ᱟᱹᱰᱤ ᱞᱮᱠᱟᱱ ᱟᱱᱟᱴᱮ ᱥᱤᱨᱡᱟᱹᱣ ᱞᱮᱫᱟ ᱟᱨ ᱩᱱᱠᱩ ᱵᱮᱣᱦᱟᱨᱟᱜ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱥᱟᱢᱟᱱ ᱠᱚᱭ ᱵᱮᱱᱟᱣ ᱞᱮᱫᱟ ᱾
According to historian Dr. Dulari Qureshi, Tipu Sultan was a fierce warrior king and was so quick in his movement that it seemed to the enemy that he was fighting on many fronts at the same time.	ᱱᱟᱜᱟᱢᱤᱭᱟᱹ ᱰᱟ ᱺ ᱫᱩᱞᱟᱨᱤ ᱠᱩᱨᱮᱥᱤ ᱟᱜ ᱠᱟᱛᱷᱟ ᱞᱮᱠᱟᱛᱮ, ᱴᱤᱯᱩ ᱥᱩᱞᱛᱟᱱ ᱫᱚᱭ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱢᱤᱫ ᱵᱚᱛᱚᱨᱟᱱ ᱡᱚᱫᱷᱟ ᱨᱟᱡᱽ ᱟᱨ ᱚᱱᱟᱛᱮ ᱠᱟᱹᱢᱤ ᱱᱩᱱᱟᱹᱜ ᱞᱚᱜᱚᱱ ᱛᱟᱦᱮᱠᱟᱱᱟ ᱵᱟᱹᱭᱨᱤ ᱠᱚᱫᱚ ᱠᱚ ᱢᱚᱱᱮ ᱞᱮᱫᱟ ᱡᱮ ᱩᱱᱤ ᱫᱚ ᱢᱤᱫ ᱚᱠᱛᱮ ᱨᱮᱜᱮ ᱟᱹᱰᱤᱜᱟᱱ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱴᱟᱺᱰᱤᱨᱮᱭ ᱞᱟᱹᱭᱦᱟᱹᱭ ᱞᱮᱱᱟ ᱾
The allied army was well-supplied, and Tipu was unable to prevent the junction of forces from Bangalore and Bombay before Srirangapatna.	ᱜᱟᱛᱤ ᱜᱟᱫᱮᱞ ᱫᱚ ᱟᱭᱢᱟ ᱜᱟᱱ ᱠᱚ ᱟᱹᱜᱩ ᱞᱮᱫ ᱠᱚᱣᱟ ᱟᱨ ᱴᱤᱯᱩ ᱥᱨᱤᱨᱚᱝᱜᱚᱯᱛᱛᱱᱚᱢ ᱨᱮᱱ ᱞᱟᱦᱟᱨᱮ ᱵᱮᱝᱜᱟᱞᱳᱨ ᱟᱨ ᱵᱳᱢᱵᱮ ᱠᱷᱚᱱ ᱜᱟᱫᱮᱞᱠᱚ ᱥᱮᱞᱮᱫᱨᱮ ᱵᱟᱭ ᱡᱟᱝᱜᱤᱫᱟᱨᱟᱢ ᱫᱟᱲᱮᱭᱟᱜ ᱠᱚᱣᱟ᱾
In response, Lord Cornwallis mobilised company and British military forces, and formed alliances with the Marathas and the Nizam of Hyderabad to oppose Tipu.	ᱱᱚᱣᱟ ᱡᱚᱵᱟᱵᱨᱮ ᱞᱳᱨᱰ ᱠᱚᱨᱱᱚᱳᱭᱟᱞᱤᱥ ᱠᱳᱢᱯᱟᱱᱤ ᱟᱨ ᱵᱤᱴᱤᱥ ᱥᱟᱢᱚᱨᱤᱠ ᱵᱟᱦᱤᱱᱤᱭ ᱛᱤᱸᱜᱩᱞᱮᱫ ᱠᱚᱣᱟ ᱟᱨ ᱴᱤᱯᱩᱣᱟᱜ ᱵᱤᱨᱩᱫ ᱠᱚᱨᱟᱣ ᱞᱟᱹᱜᱤᱫ ᱢᱟᱨᱴᱷᱟ ᱟᱨ ᱦᱟᱭᱫᱟᱨᱵᱟᱫ ᱨᱮᱱ ᱱᱤᱡᱟᱢ ᱥᱟᱶᱛᱮᱭ ᱢᱤᱫ ᱞᱮᱱᱟ ᱾
Tipu Sultan realised that the British were a new kind of threat in India.	ᱴᱤᱯᱩ ᱥᱩᱞᱛᱟᱱ ᱮ ᱵᱟᱰᱟᱭ ᱧᱟᱢ ᱞᱮᱫᱟ ᱡᱮ , ᱵᱨᱤᱴᱤᱥ ᱠᱚ ᱦᱩᱭᱩᱜ ᱠᱟᱱᱟ ᱵᱷᱟᱨᱚᱛ ᱫᱤᱥᱚᱢ ᱞᱟᱹᱜᱤᱫ ᱢᱤᱫ ᱱᱟᱣᱟ ᱞᱮᱠᱟᱱ ᱵᱚᱛᱚᱨ ᱠᱟᱱᱟ ᱾
Braithwaite's forces, consisting of 100 Europeans, 300 cavalry, 1400 sepoys and 10 field pieces, was the standard size of the colonial armies.	ᱵᱨᱮᱛᱷᱳᱭᱮᱴ ᱨᱮᱱ ᱯᱷᱟᱹᱫ ᱨᱮ ᱑᱐᱐ ᱜᱚᱴᱟᱝ ᱤᱭᱩᱨᱳᱯᱤᱭᱚ, ᱓᱐᱐ ᱜᱚᱴᱟᱝ ᱥᱟᱫᱚᱢ ᱨᱮ ᱫᱮᱡᱚᱜ ᱠᱚ, ᱑,᱔᱐᱐ ᱜᱚᱴᱟᱝ ᱥᱤᱯᱟᱹᱦᱤ ᱟᱨ ᱑᱐ ᱜᱚᱟᱴᱝ ᱯᱷᱤᱞᱰ ᱯᱤᱥ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟᱼ ᱱᱚᱣᱟ ᱫᱚ ᱛᱟᱸᱦᱮ ᱠᱟᱱᱟ ᱳᱣᱯᱚᱱᱤᱵᱮᱥᱤᱠ ᱥᱮᱱᱟ ᱯᱷᱟᱹᱫ ᱨᱮᱱᱟᱜ ᱧᱩᱛᱩᱢᱟᱱ ᱢᱩᱴᱷᱟᱹᱱ ᱾
Tipu Sultan was instructed in military tactics by French officers in the employment of his father.	ᱯᱷᱟᱹᱨᱥᱤ ᱟᱹᱢᱟᱹᱞᱤᱭᱟᱹᱠᱩ ᱫᱚ ᱴᱤᱯᱩ ᱥᱩᱞᱛᱟᱱ ᱫᱚ ᱩᱱᱤᱨᱮᱱ ᱟᱯᱟᱛ ᱦᱚᱛᱮᱛᱮ ᱵᱟᱹᱦᱞᱤᱭᱮᱱ ᱛᱮ ᱞᱟᱹᱲᱦᱟᱹᱭ ᱠᱟᱨᱤᱭ ᱪᱮᱛᱟᱠᱚᱠᱟᱱ ᱛᱟᱦᱮᱠᱟᱱᱟ ᱾
Hyder Ali appointed able teachers to give Tipu an early education in subjects like Urdu, Persian, Arabic, Kannada, Quran, Islamic jurisprudence, riding, shooting and fencing.	ᱦᱟᱭᱫᱟᱨ ᱟᱞᱤ ᱫᱚ ᱩᱨᱫᱷᱩ, ᱯᱷᱟᱹᱨᱥᱤ, ᱟᱨᱵᱤ, ᱠᱚᱱᱱᱚᱲ, ᱠᱩᱨᱟᱱ, ᱤᱥᱞᱟᱢᱤ ᱟᱹᱨᱤ ᱥᱟᱥᱛᱨᱚ, ᱥᱟᱫᱚᱢ ᱫᱮᱡᱚᱠ, ᱥᱩᱴᱤᱝ ᱟᱨ ᱯᱷᱮᱱᱥᱤᱝ ᱞᱮᱠᱟᱱ ᱥᱟᱛᱟᱢᱨᱮ ᱴᱤᱯᱩ ᱫᱚ ᱮᱛᱚᱦᱚᱯ ᱥᱤᱠᱷᱱᱟᱹᱛ ᱮᱢ ᱞᱟᱹᱜᱤᱛᱛᱮ ᱡᱚᱛᱷᱟᱛ ᱢᱟᱪᱮᱛᱜᱤᱭ ᱵᱟᱹᱦᱞᱤᱭᱟᱠᱟᱫᱤ ᱛᱟᱦᱮᱠᱟᱱᱟ ᱾
He wrote a collection of humorous stories of Mullah Nasiruddin in Bengali.	ᱩᱱᱤ ᱫᱚ ᱵᱟᱝᱞᱟ ᱯᱟᱹᱨᱥᱤ ᱛᱮ ᱢᱳᱞᱞᱟ ᱱᱟᱥᱤᱨᱩᱫᱫᱤᱱ ᱟᱜ ᱞᱟᱸᱫᱟ ᱨᱟᱥᱟ ᱟᱱᱟᱜ ᱢᱤᱫᱴᱟᱝ ᱠᱟᱹᱦᱱᱤ ᱵᱤᱸᱰᱟᱹᱭ ᱚᱞ ᱞᱮᱫᱟ ᱾
